correlation,contrast,energy,inv_diff_moment
0.00614,1.12176,-0.71649,3.15756
0.85795,2.37121,-0.01936,-0.68797
-0.13733,0.66928,0.44697,0.07875
-1.20968,0.46965,-0.66714,2.526
0.67386,0.8559,0.31017,1.23766
0.31603,-0.27096,-0.20852,1.12247
0.07356,0.97021,0.5246,0.04876
1.16203,1.25833,0.34139,-0.58852
0.23337,-0.38132,-0.37835,1.20575
0.62524,0.02289,0.02822,2.45367
0.36257,-0.44201,-1.15637,2.53076
0.78734,0.73117,0.32622,1.22622
1.76199,-0.24651,0.27002,1.77641
-0.16693,0.75224,0.68759,0.35765
-0.00506,1.95144,0.67866,-1.15724
1.15527,1.62449,0.50497,-0.44289
1.58597,0.55458,0.66735,0.2953
1.60628,0.45132,0.68133,0.4852
1.14717,-0.25776,0.23016,2.40845
0.88072,0.9105,0.39076,0.8769
-0.2861,0.56779,0.39731,0.39572
0.74529,1.37106,0.54601,0.39048
0.61794,-0.6247,-0.4402,1.18528
0.08167,0.50571,-1.19949,3.14233
-0.15474,2.44826,0.20994,-1.66936
0.03018,2.50581,0.69472,-1.54466
0.54188,0.20084,-0.02056,2.52457
-0.20157,0.72388,0.44787,0.04067
0.60968,0.06702,-0.51189,2.76587
0.29665,-0.01219,-0.24182,1.11392
-0.4767,0.32165,-0.47798,1.22004
-0.4479,3.39579,-0.20732,-2.57363
0.67855,-0.06994,0.22451,2.51602
1.28462,0.89394,0.64563,0.59752
0.42438,-0.40574,-0.20495,1.08392
-0.25746,3.13131,0.21618,-1.35095
0.35628,-0.29539,-0.22903,1.15532
0.8738,1.59926,0.65755,0.35193
0.52948,1.12058,0.18347,-0.34056
1.4761,1.02578,0.68876,-0.282
0.32656,-0.0319,-0.35664,2.31659
0.48572,1.46151,0.18258,-0.6147
1.00059,0.55123,0.31641,1.21813
1.2064,1.22482,0.44549,-0.61327
0.19905,0.68149,-0.79205,2.70733
1.18227,1.79554,0.45203,-0.58043
0.96009,-0.73742,-0.2567,1.458
0.47919,0.00653,0.52252,0.44998
-0.29838,1.0319,0.35537,0.54992
0.30083,0.86772,0.58289,-0.59041
-0.17296,1.18285,0.41039,0.232
-1.10278,0.60661,-1.32291,1.97439
0.52687,-0.04549,0.54274,0.51994
0.41575,-0.60952,-0.57107,1.19195
-0.72763,0.60031,0.06599,1.23147
1.06603,-0.45503,-0.35753,2.48221
0.90034,0.9982,0.39582,-0.05927
0.92971,1.49916,0.34615,0.40238
1.41846,1.18423,0.40326,-0.71226
0.99836,0.8358,0.50259,1.01301
1.43463,0.6472,0.63286,0.98445
0.5518,-0.67733,-0.6008,1.30571
1.21466,0.46216,0.37203,1.1377
1.11454,1.59002,0.60014,-0.35625
-0.31273,4.01578,0.25782,-2.5884
-0.25677,1.00903,0.72685,0.27102
-1.01607,0.4121,-0.44169,2.40654
-0.30594,2.88025,0.17604,-1.16343
1.2691,-0.48774,-0.3602,2.61595
-0.59434,0.54158,-0.84736,1.80592
0.3557,0.90006,-0.59724,2.55408
-0.3674,0.99248,0.57516,0.24723
-0.4114,3.83426,0.30184,-2.46321
-0.45257,4.45644,-0.22873,-2.68548
0.70898,0.87246,0.36638,1.00253
1.25139,0.01539,0.35537,1.71787
-0.94281,0.53783,-0.26057,2.17143
-0.46867,4.31041,-0.1202,-2.59267
-0.28,2.61262,0.24206,-1.69602
-0.21291,2.1428,0.54572,-1.16012
0.99892,-0.416,0.09812,2.54171
0.60949,0.7956,0.37143,1.68979
0.67029,1.19152,0.60401,1.32188
1.08236,0.38431,0.27507,1.80067
1.1218,-0.25716,0.18763,2.41845
0.18802,0.80802,-0.70847,2.57455
1.67371,0.41959,0.85353,0.76599
1.24465,0.78437,0.58854,0.59704
1.28961,0.97435,0.52966,-0.30486
-0.31142,1.01318,0.39523,0.50709
1.69993,-0.69407,-0.59128,2.77921
1.20734,1.39629,0.76461,-0.52665
1.43769,0.63026,0.60103,0.93686
-0.1187,1.7049,0.62096,-0.79221
0.85523,0.40461,-0.10948,2.28804
-0.14161,1.08767,-0.92142,3.30938
-0.40326,0.56109,0.34199,0.47996
-0.33147,0.48423,0.21202,1.0525
-0.30268,2.47349,-0.12882,-1.99585
-0.75097,2.99612,0.32028,-0.92453
-0.02967,1.69938,0.52163,-1.00687
0.32714,0.89454,0.62691,-0.61327
-0.45418,2.77974,0.49754,-1.49707
0.24959,0.33071,0.38154,0.00354
-0.27731,0.51359,0.42586,0.48186
0.34213,0.28873,-0.06815,2.49125
1.61561,-0.537,-0.57433,2.83392
1.46062,-0.07427,0.4782,1.14437
0.35293,1.53856,0.44549,0.36907
0.69168,-0.09911,0.22451,2.42892
1.36517,1.06856,0.40593,-0.49523
0.17733,0.20163,0.41069,0.36621
0.17742,0.14173,0.03774,1.09963
1.05881,0.22173,-0.02203,2.09148
0.64653,0.0952,-0.00062,2.65641
0.32487,1.50823,0.76581,-0.86742
1.29283,-0.0601,0.40236,1.83257
-0.72728,0.65449,0.07788,1.16911
0.43835,0.19493,-0.14964,2.4765
0.96028,-0.2883,-0.23915,2.66354
0.41222,-0.60361,-0.60437,1.22908
1.25415,0.60582,0.48058,1.09867
1.36993,0.08239,0.54899,1.17673
-0.50848,0.53586,-0.72572,1.75166
0.49657,0.59065,0.58141,0.22058
0.11578,0.30056,0.0886,0.90165
0.54099,0.77234,-0.33136,2.16476
0.98705,0.40323,0.5133,1.98343
0.47314,-0.34585,-0.7043,2.53028
-0.4859,0.338,-0.46846,1.28761
1.19087,0.90222,0.88983,0.67413
-0.24014,2.49596,0.18406,-1.66936
-0.49096,0.59144,0.23016,1.023
1.22648,-0.34426,0.13379,2.3918
-0.0143,0.4726,0.16326,0.69842
0.12094,1.07051,0.5127,0.07114
1.36158,0.66139,0.83035,0.52327
0.81066,2.29927,-0.06516,-0.69607
1.73027,0.49743,0.72655,0.30815
0.41072,0.82299,0.62096,-0.5114
-0.0129,1.70964,0.455,-1.03923
1.56492,-0.29185,0.01543,2.26757
1.08075,-0.35905,-0.53806,2.90104
1.23759,0.11019,0.45887,2.05006
0.02677,0.73747,0.41575,0.34099
0.67294,1.69287,0.26377,-0.4505
1.39376,0.52167,0.49307,0.98396
0.344,-0.41264,-0.32361,1.14103
0.03795,0.32835,0.2721,0.6613
0.25818,1.28533,0.68223,-0.33198
0.9672,1.77781,0.45947,-0.6423
0.08867,0.08968,-0.0488,1.17339
0.75261,-0.51711,0.08204,1.19862
1.23598,0.57764,0.53977,1.10297
1.23409,1.20099,0.38125,-0.46333
-0.46784,0.26036,-0.83904,1.59222
-0.01219,1.57346,0.2834,-1.14393
0.77874,2.36944,-0.07767,-0.69085
1.45873,1.0175,0.78186,-0.14685
-0.14465,2.55921,0.2599,-1.69126
-0.05152,2.48373,0.433,-1.13537
0.24771,0.92094,-0.6472,2.41654
0.49735,0.58416,0.30779,0.57325
0.93734,-0.33559,0.11121,2.48888
1.65004,-0.46586,-0.36377,2.70876
-1.08693,0.46334,-0.49551,2.42701
0.25112,0.32854,0.51925,0.29482
1.29359,-0.57208,-0.72066,2.71494
0.46712,0.63736,0.20905,2.1681
0.06321,2.22656,0.69265,-1.27339
0.14166,1.08254,0.56207,0.08255
1.65248,0.14467,0.76997,1.1239
0.56064,0.65548,0.31314,1.60174
-0.4401,4.45328,-0.19216,-2.73592
0.28892,0.30509,0.50646,0.35289
0.82897,2.26182,0.31373,-1.0792
-0.03595,0.42058,0.15194,0.77124
0.76549,0.5063,-0.09103,2.37609
0.437,0.05361,-0.15916,1.8535
0.87352,1.46487,0.33753,0.51042
1.02638,0.48837,0.54452,1.13103
-0.12385,0.17995,-0.21447,1.13818
0.02047,-0.09221,-0.03335,1.0506
-0.28444,0.57961,0.3057,0.81882
0.12503,1.51747,0.40236,-1.09443
0.50851,0.16319,0.48385,0.19154
-0.40965,3.26039,0.11507,-1.51802
0.444,0.65707,-0.35841,2.23758
0.99022,1.03643,0.59271,0.92449
0.07774,0.30135,0.02643,0.90307
0.34606,-0.31077,-0.17135,2.29326
0.37151,0.6874,-0.42354,2.1643
1.30346,0.99268,0.45649,-0.28773
0.27295,-0.24948,0.2034,0.98065
0.87444,1.47649,0.73665,0.59942
0.31422,0.33268,0.32712,0.48472
-0.09791,2.47979,0.34467,-1.68459
1.2886,-0.51258,-0.74653,2.92342
1.34026,-0.59239,-0.68022,2.98004
1.75594,-0.14285,0.39582,1.64982
0.02314,2.05215,0.71643,-1.15678
0.37163,0.52463,0.2489,1.7664
-0.62606,2.91394,0.28845,-0.9269
-0.07854,1.69782,0.30154,-1.17629
1.15635,0.2641,0.60996,1.9349
0.61069,0.22961,-0.09549,2.54741
0.74302,2.32884,-0.07498,-0.71226
0.47099,-0.24357,0.2721,0.96352
0.24998,0.83364,-0.58565,2.3918
1.91956,-0.6046,-0.33193,2.6683
-1.1431,0.39574,-0.44675,2.43796
0.64269,-0.13064,0.50824,0.61751
0.24928,1.35785,0.75599,-0.36673
-0.1612,1.99617,0.26169,-1.30336
0.99961,0.26745,0.49872,1.96869
0.04313,1.50685,0.19299,-1.10156
1.74094,-0.19251,0.29797,2.22475
1.36103,-0.14876,0.36489,1.81735
0.14557,2.18123,0.55404,0.70794
0.83122,0.40166,0.4214,1.87446
-0.05656,0.2641,0.13975,1.29476
1.10757,0.8961,0.49069,0.9378
0.58035,-0.32515,0.37649,0.80788
0.19997,0.365,0.42526,-0.0526
0.45389,-0.44675,-0.92915,2.50983
0.50341,0.07648,0.28132,0.72032
0.54759,-0.50528,-0.00034,1.21528
0.0592,1.64105,0.5478,-1.02828
0.71703,0.51694,0.5246,1.81735
0.54812,-0.34642,0.33545,0.85452
1.71663,-0.2075,0.19715,2.20285
1.28453,1.34012,0.62929,-0.48001
-0.51058,4.47576,-0.35365,-2.69452
0.92789,1.39707,0.1228,-0.77271
0.85687,0.43122,0.54363,1.8811
0.58118,0.78101,0.77234,-0.45763
-0.02199,1.52518,0.40504,-1.1049
0.58032,0.91582,0.52133,0.49424
1.25856,-0.52812,-0.59427,2.68401
1.02093,-0.35096,-0.52764,2.87201
0.95551,0.41368,0.00948,2.13288
-0.36172,1.01888,0.32295,0.49186
1.02976,0.31731,0.5133,1.97345
0.63212,0.09697,0.07284,2.34039
-0.43679,0.2505,-0.37209,1.1515
0.70017,0.10329,0.00711,1.42897
0.54124,0.69568,0.28072,0.4043
0.23224,1.90316,0.49307,-1.30288
0.05994,1.73229,0.38541,-1.11681
0.33242,2.17316,0.57635,0.26056
-0.94778,0.56562,-1.12633,1.92062
0.75914,0.43181,0.40385,1.71976
0.4525,0.87306,0.20934,1.90682
-0.16095,1.98297,0.27418,-1.27006
1.09354,0.34785,0.57397,1.98249
0.3888,0.33445,0.37827,0.50042
-0.1803,2.14457,0.57278,-1.17295
1.32768,0.96076,0.60847,-0.21252
0.15836,-0.17045,0.07758,0.94066
-0.03107,0.99544,-0.34355,3.09856
0.99995,-0.27864,0.10911,2.39559
0.19057,-0.12275,0.13499,0.86595
0.79638,-0.63415,-0.14041,1.37756
0.32604,-0.4286,-0.29387,1.07534
1.35753,0.88626,0.56505,-0.23299
0.74366,-0.10345,0.2599,2.43177
-0.67861,3.02924,0.16296,-1.01115
0.32171,2.26182,0.524,0.16917
-0.86075,0.61647,-1.11354,1.86493
0.60157,0.55951,0.19715,2.14429
1.16219,0.16951,0.46393,2.00438
-0.41766,4.4592,-0.16332,-2.73164
-0.45818,0.60168,0.33872,0.98873
0.58517,0.68506,0.26139,1.74881
1.409,0.60228,0.5594,1.17579
1.36804,1.24789,0.66022,-0.38338
0.24556,0.92154,0.5246,-0.6123
-0.09145,0.12811,-0.20228,1.18719
-0.36885,3.41254,-0.21565,-2.57745
0.31348,-0.00076,-0.09759,1.07916
1.27411,1.28986,0.1219,-0.83743
0.42042,0.65628,0.19536,1.95868
1.22507,0.86931,0.90558,0.69508
0.45825,2.18714,0.61918,0.30386
1.25921,1.4091,0.72089,-0.50046
-0.39914,0.4456,0.13202,1.07155
0.8182,1.69464,0.7099,0.23295
0.84942,-0.12788,0.23611,2.45033
0.48898,0.34391,0.4437,0.43855
0.64446,-0.119,0.54661,0.66367
-0.17358,2.43524,0.76165,-1.19057
1.09393,-0.42626,0.09366,2.43271
0.0026,2.76023,0.17901,-2.0663
-0.17972,0.7556,0.48534,0.01783
0.54124,0.69568,0.28072,0.4043
-1.06152,0.65923,-1.11205,1.89302
0.78738,-0.71753,-0.20228,1.38757
1.36692,-0.42113,-0.52884,2.99051
0.62531,0.03393,0.11001,2.3975
-0.70302,0.35416,-1.10283,1.94536
1.15552,0.73234,0.6849,0.50423
-0.44661,0.40185,-0.16719,0.84785
-0.03641,2.51565,0.62631,-1.5875
-0.15628,0.26607,-0.24718,1.04584
1.64248,0.01106,0.65815,1.27381
0.6492,2.31642,0.11121,-1.18438
-0.12457,0.82931,-0.82625,3.05905
0.35471,0.90105,0.69561,-0.00025
1.20985,-0.32338,0.19774,2.43653
0.21787,0.03255,0.36578,0.59514
1.2825,-0.17597,-0.02056,2.24662
1.42055,0.87957,0.68609,0.49234
1.10766,0.94321,0.47969,-0.18634
-0.26845,2.77086,0.67747,-1.49279
1.00379,-0.32023,-0.27901,2.65356
0.32211,0.90735,-0.45032,2.33991
0.62383,1.47787,0.34199,-0.46333
1.62026,0.05184,0.64237,1.32618
1.54533,-0.12887,0.21381,2.15906
0.52914,0.2166,0.63107,0.46949
-0.01847,0.99367,0.4324,0.21487
1.42366,0.87957,0.67034,0.39382
-0.6656,2.93287,0.33307,-0.89263
0.49736,0.58415,0.30779,0.57324
-0.41922,2.73107,0.21945,-0.96402
0.54216,0.02091,-0.60021,2.73542
-0.36239,3.04164,0.27864,-1.25529
0.82872,0.4123,0.50081,1.96393
0.29512,-0.10679,0.25336,0.81788
0.58895,0.14722,0.16682,1.93775
-0.15488,0.73294,0.30452,0.35384
1.31758,0.05481,0.28161,1.98582
-0.18112,2.47998,0.90112,-1.1644
1.57978,0.11788,0.66735,1.16435
1.21052,-0.45344,-0.38072,2.64118
1.29918,0.85257,0.43448,-0.19681
0.46491,-0.36101,0.25693,0.89022
0.55288,-0.52773,-0.06635,1.25573
1.32476,0.92902,0.90738,0.4871
-0.06217,0.22705,0.13083,1.29285
1.29506,-0.4769,-0.56124,2.7454
1.38534,0.77984,0.57456,-0.1616
0.27142,-0.08452,0.23284,0.80645
-0.79534,0.36421,-1.16796,1.93393
0.11454,0.00357,-0.33998,1.16244
0.39896,2.35939,0.58378,0.04115
-0.7138,0.37032,-1.19057,2.03247
0.55806,-0.61897,-0.52111,1.27572
0.48665,-0.62686,-0.51276,1.17148
1.31652,1.1385,0.65992,-0.34675
1.15276,0.32302,-0.17432,2.18999
0.84238,0.98341,0.49664,0.97826
0.15688,1.7932,0.49486,-1.25768
-0.00138,1.70154,0.50794,-1.05018
0.23132,0.40284,0.32861,0.43998
0.655,0.08791,0.03029,2.33469
0.26441,1.45935,0.75033,-0.76937
1.37977,-0.72362,-0.79442,2.58596
0.36079,0.4322,0.6852,0.25294
0.91678,0.53192,0.6055,1.78878
-0.15288,0.57922,-1.35208,3.31368
-0.01511,0.58789,0.73635,0.48139
1.29541,-0.54468,-0.61539,2.6626
0.11231,0.2166,-0.05743,1.0249
0.08811,0.98854,0.5478,-0.03073
1.16251,0.8967,0.55107,0.82025
1.28359,-0.54685,-0.73374,2.80729
0.67024,0.66139,-0.24421,2.23188
0.62002,-0.52281,0.02496,1.17767
0.41164,0.5268,-0.46757,2.3342
1.1434,1.04807,0.3634,-0.37529
0.40418,0.38392,0.69055,0.37002
-0.54287,0.567,0.24444,1.04823
0.34001,-0.22839,0.25901,1.02014
0.87713,-0.28278,0.41069,0.83596
1.59981,-0.04609,0.50378,1.32094
0.18336,1.74963,0.5356,-1.12203
1.4763,1.06223,0.68579,-0.20205
-0.21707,0.29681,-0.42653,1.3119
-0.11033,0.47635,-1.37436,3.19707
0.45849,0.38826,-0.01757,2.58026
-0.35367,1.09121,0.3066,0.40381
0.98178,1.63829,0.37441,0.18107
0.56184,0.08733,-0.49047,2.79919
0.20798,-0.43589,-0.34771,1.15911
1.33108,0.72328,0.78216,0.51566
1.48385,0.42274,0.84907,0.71125
-0.11449,0.71698,0.72655,0.33956
-0.483,0.19768,-0.75842,1.53654
-0.18234,1.81369,0.55999,-0.8912
0.8993,-0.00333,0.13945,1.6046
0.61441,0.88035,0.36548,1.63933
-0.54241,0.29997,-0.48422,1.20624
0.6627,1.78747,0.27596,0.55706
1.00105,1.78669,0.42794,-0.60375
-0.012,1.14285,-0.71442,2.94768
0.2482,-0.41678,-0.31351,1.09011
-0.0141,2.17631,0.25663,-1.57893
0.72193,1.4097,0.59092,1.14913
-0.78713,0.42629,-1.26909,2.07957
0.00545,2.35978,0.48356,-1.07635
0.00104,2.04997,0.41634,0.60656
-0.46522,0.56661,0.15997,0.96828
1.48093,-0.14759,0.12517,2.16715
1.02194,0.86124,0.45292,1.13866
0.00522,1.02539,-0.35454,3.15185
-0.12588,2.35939,-0.02086,-1.87924
1.32218,0.57232,0.48742,1.3119
1.15297,-0.403,0.13053,2.21283
1.4185,1.10973,0.70304,-0.29677
0.72202,0.90084,0.48385,1.38423
0.12551,0.98914,0.52876,0.02116
-0.01299,2.53557,0.38601,-1.68031
1.60085,-0.33775,0.04904,2.30327
-0.04821,1.02047,-0.78846,3.09047
0.49735,0.58416,0.30779,0.57325
-0.30663,2.81127,0.63345,-1.57465
-0.33302,3.08796,0.19239,-1.24911
0.72634,-0.03013,0.28637,2.45224
1.05011,-0.40811,-0.6029,2.93531
1.06598,-0.4286,0.13292,2.51933
-0.24299,2.82153,0.31314,-1.1149
1.10557,1.0049,0.28399,-0.35769
0.61342,0.53843,0.30838,1.92584
-0.00904,1.66766,0.42318,-1.17295
-0.52562,0.59301,0.1561,0.98396
1.00775,0.58533,0.59657,1.21909
0.96218,-0.362,-0.3611,2.56264
-0.25307,0.36658,0.14154,1.30617
1.11546,1.28947,0.22213,-0.60469
0.56264,0.36677,0.46393,0.39953
0.18904,-0.3082,0.10822,1.03015
0.43666,-0.37895,-0.24451,1.15104
0.57965,-0.69368,-0.89316,1.52608
0.22128,0.2976,0.28875,0.55992
1.31917,0.95722,0.52103,-0.1316
0.12165,0.85413,-0.58445,2.91247
0.49798,0.82694,0.26912,1.97678
0.01668,2.2439,0.30541,-1.61177
0.23095,-0.39176,-0.40809,1.19244
1.7756,-0.18582,0.32593,1.82827
1.28011,-0.48399,-0.44942,2.7221
0.62322,0.2576,0.02526,2.57931
1.21254,0.13303,0.32087,1.9487
-0.70674,2.93581,0.22094,-0.94785
0.56224,0.34372,0.02733,2.63166
1.19292,-0.27805,0.27834,2.417
-0.25925,2.34559,-0.0488,-1.90638
1.02369,-0.38152,-0.51159,2.75968
0.99261,0.22094,0.38184,1.08011
0.99657,1.87577,0.31433,-0.72891
0.04543,0.80289,0.61739,-0.08593
0.9609,-0.32101,-0.28198,2.59691
0.32634,-0.39077,-0.23023,1.1101
1.01755,0.34431,0.02643,2.15478
-0.13347,0.85473,0.67123,0.38573
0.09064,0.56897,-1.3262,3.2856
1.09862,0.13048,0.48385,2.06625
0.98109,0.22764,0.20102,1.93156
-0.05773,0.67639,0.49397,0.08588
0.77662,0.72643,0.42883,1.49226
0.82662,0.18488,-0.15736,2.15954
1.40815,1.30247,0.24801,-0.80983
1.17588,0.77354,0.50051,0.61988
0.29711,-0.42803,-0.30309,1.0644
1.54376,0.45782,0.48742,0.47377
-0.59678,2.92597,0.31611,-0.85884
1.47867,-0.6446,-0.55738,2.8325
0.71438,0.46433,0.38244,1.16817
0.40657,0.19374,0.5594,0.17441
1.33681,0.59558,0.57486,1.02539
-0.41559,2.83077,0.37232,-1.10156
0.15256,0.89157,-0.88959,2.87723
1.09299,0.47339,0.14421,1.70311
-0.19902,0.10387,-0.84826,2.7416
1.30332,-0.49385,-0.52884,2.71637
0.16084,0.70474,0.50497,0.33813
0.111,-0.26919,-0.93867,2.77159
0.89139,0.41525,-0.34265,2.3204
1.05476,-0.36436,0.17485,2.49983
-0.22505,2.4855,-0.03958,-2.00728
0.86188,0.54276,0.56267,2.00581
-0.1771,2.00287,0.25633,-1.28338
0.4985,0.33327,0.28013,1.92775
-0.16364,0.09442,-0.24511,1.22528
0.111,-0.26919,-0.93867,2.77159
-0.74692,0.37919,-1.31578,2.13574
0.07004,0.14269,0.29827,0.44284
0.87352,1.13163,0.50854,0.83502
0.74352,-0.52281,0.04278,1.23954
-0.15868,0.75166,0.66735,0.31767
0.3487,0.31337,0.61501,0.26151
1.76383,-0.23784,0.3408,1.76118
0.93058,1.25083,0.26912,-0.62183
0.19475,1.45344,0.72892,-0.76318
1.5704,0.08101,0.60847,1.30617
0.53933,-0.1127,0.40861,0.64034
0.70224,0.3648,-0.09342,2.25805
1.33932,0.64642,0.66438,0.52851
0.96651,0.23592,0.46244,1.8973
-0.21877,0.97099,0.46006,0.5147
0.26205,-0.2674,0.17365,0.9792
-0.82871,0.31356,-0.95116,2.50792
1.27935,1.01929,0.42526,-0.35151
0.11592,1.4619,0.51954,-0.144
-0.01743,0.02721,-0.01283,2.22378
0.39355,-0.63455,-0.5681,1.27048
1.42977,-0.66628,-0.45211,2.68401
0.18938,1.84069,0.06896,0.43094
0.58213,0.67459,0.28608,2.08339
0.01661,1.83851,0.5014,-0.68894
1.31537,-0.44675,-0.58206,2.84536
1.39829,-0.1391,0.18882,2.16191
-0.1504,0.08418,-0.2558,1.2386
0.47182,-0.77468,-1.06,1.55701
0.84684,0.44541,-0.30548,2.17238
